Teknologi,Programming Language skills;Critical Thinking;Linux;Python;SQL;Java,69.35,Ya,Redhat certification,Ya,senior software engineer,Tidak,Sarjana Ilmu Komputer,Ilmu Komputer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Financial Analysis;Research;Data analytics;Data scientist,Active Listening;Business Knowledge;Leadership;"Designing skills,64.6,Ya,""CAD, CATIA and solidworks"",Tidak,Not Applicable,Tidak,B.Tech,Aerospace engineering";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Financial Analysis;Research;Data analytics;Web development;All fields related to Data science.,Active Listening;"Business Knowledge,64.6,Ya,""Solidworks, CAD and CATIA"",Tidak,Not Applicable,Tidak,B.Tech,Aerospace Engineering";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Teknologi,PGDCA,78.85,Ya,PGDCA,Ya,Buisness devlopment excutive,Tidak,Sarjana Teknik,Teknik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Teknologi,Pemrograman,66.5,Tidak,Tidak,Tidak,Student (Unemployed),Tidak,Sarjana Ilmu Komputer,Ilmu Komputer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Content Writing,Artistic/Creative Skills;Content creation,75.0,Tidak,Tidak,Ya,Operations specialist,Masters in commerce,B.Com,Computers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Research;Sales/Marketing;Social Justice;Technology;Understand human behaviour;Data analytics,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Product knowledge;Machine Learning skills;Python;SQL;Cloud Computing,50.0,Ya,Creo,Tidak,Tata projects ltd ,Tidak,Sarjana Teknik Mesin,Teknik Mesin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trading;Web Designing;Data analytics;Govt. Job,Programming Language skills;Analytical Skills;Editing;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Java,62.94,Ya,Data science,Tidak,Data scientist,Tidak,Sarjana Ilmu Komputer,Ilmu Komputer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Teknologi,""AI, ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Artistic skills, Java, SQL, Programming, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Product Knowledge, Creativity Skills, Team work, Excel, Presentation Skills, C++, Linux, Problem Solving skills, Mass Communication, Writing, Tableau, Reading, Designing Skills, Building Rapport, Subject Knowledge"",79.705,Ya,""Splunk , CCNA, CCENT"",Ya,Data Analyst,Masters in software engineering,Sarjana Ilmu Komputer,Ilmu Komputer";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Technology;Web Designing;Web development,Active Listening;Hardware skills;Programming Language skills;Business Knowledge;People management;Communication skills;Writing skills;Machine Learning skills;C++;Presentation Skills;Python;SQL;Content creation;Java;MATLAB;Good communication skills,57.0,Ya,Software testing ,Tidak,Testing engineer ,Tidak,Sarjana Jurnalisme,Jurnalisme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Financial Analysis, Take risk for Profits, Entrepreneurship,""Accounting Skills, Business Knowledge, Communication Skills, Leadership, Cost Accounting, Market Study"",61.75,Tidak,Tidak,Ya,Student (Unemployed),Master in commerce,Sarjana Akuntansi,Akuntansi";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data Analytics,Tidak,76.0,Tidak,Tidak,Ya,Software Engineer,Tidak,Sarjana Jurnalisme,Jurnalisme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
All fields related to Data science.,Active Listening;Critical Thinking;Analytical Skills;Communication skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );"Presentation Skills,75.0,Ya,""My sql, Data Analyst using excel"",Tidak,Not Applicable,Tidak,Sarjana Ilmu Komputer,Ilmu Komputer";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Technology;Data analytics;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Machine Learning skills;Python;SQL;Good communication skills,78.85,Ya,Machine Learning with Python,Ya,Associate System Engineer,Tidak,Sarjana Jurnalisme,Jurnalisme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Financial Analysis,""Communication Skills, Work under Pressure, Team work, Problem Solving skills"",70.3,Tidak,Tidak,Tidak,Student (Unemployed),Masters in Business Administration,Sarjana Perdagangan,Perdagangan";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Further Studies,Tidak,72.2,Tidak,Tidak,Tidak,Not Applicable,M.Tech ( Master of Technology ),Sarjana Teknik,Teknik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Software Job,Tidak,85.5,Tidak,Tidak,Ya,associate Engineer,Tidak,Sarjana Teknik,Teknik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Research;Teaching;Data analytics,Leadership;SQL,70.0,Tidak,Tidak,Ya,Associate Consultant,Tidak,B.Tech,Computers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Financial Analysis;Research;Technology;Data analytics;Digital marketing,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;People management;Data Visualization skills( Power Bi/ Tableau );Presentation Skills;Python,86.64,Tidak,Tidak,Tidak,Not Applicable,Tidak,Sarjana Ilmu Komputer,Ilmu Komputer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Technology;Web Designing;Data analytics;All fields related to Data science.,Active Listening;Programming Language skills;C++;Python;SQL;Java;Cloud Computing,71.0,Tidak,Tidak,Tidak,Not Applicable,Tidak,Sarjana Ilmu Komputer,Ilmu Komputer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"VLSI,Technology,""Core Skills,Programming"",75.05,Ya,VLSI Training,Ya,VLSI Developer,M.Tech,Sarjana Jurnalisme,Jurnalisme";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sales/Marketing;Data scientist,Active Listening;Business Knowledge;People management;Leadership;Product knowledge;Machine Learning skills;Sales;R,60.0,Tidak,Tidak,Ya,Not Applicable,Tidak,Sarjana Teknik,Teknik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mengajar,C++,85.595,Ya,Pgdca,Tidak,Student (Unemployed),Masters in Mathematics,Sarjana Ilmu Komputer,Ilmu Komputer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Animation,2D/3D Animation,71.25,Ya,Graphic Design & Motion Graphics,Ya,Graphic Designer,Tidak,B.Sc,Animation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Financial Analysis;Technology;Data analytics,Active Listening;Gathering Information;Business Knowledge;Analytical Skills;People management;Product knowledge,70.0,Tidak,Tidak,Ya,Not Applicable,MBA,B.Com,Accounts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Construction and development,""Creativity Skills, Risk Managing, Reporting, Reading, Subject Knowledge"",77.9,Tidak,Tidak,Tidak,Student (Unemployed),Masters in civil engineering,Sarjana Teknik Sipil,Teknik Sipil";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Social causes,People management;Civil & Criminal Law,88.0,Tidak,Tidak,Ya,senior chemist ,senior chemist ,B.Pharmacy,pharma D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Teknologi,""AI, ML, Python"",74.1,Tidak,Tidak,Tidak,Computer Software Engineer,Masters in Data Science,B.Tech,Sales & Marketing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Financial Analysis,Accounting Skills,62.7,Tidak,Tidak,Tidak,Business Analyst,Tidak,Sarjana Ilmu Komputer,Ilmu Komputer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Construction;"Urban Planning,""Proeficiency in Software like STAAD PRO, ETABS"",70.3,Ya,ETABS,Ya,Civil & Structural Engineer,Masters in Structural Engineering,Sarjana Teknik Sipil,Teknik Sipil";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Financial Analysis;Industires;Design;Urban Planning;"Project Management,""Communication skills";Negotiation skills;Leadership;"Proeficiency in Software like STAAD PRO, ETABS"",66.88,Ya,ETABS & STAAD-Pro,Ya,Civil & Structural Engineer,Masters in Structural Engineering,Sarjana Teknik Sipil,Teknik Sipil";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Teaching, Technology, Understand Human Behaviour, Understand Human Body,""Python, Java, SQL"",73.435,Ya,Android application development,Ya,Data Analyst,Tidak,Sarjana Ilmu Komputer,Ilmu Komputer";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Research, Teaching, Entrepreneurship, Understand Human Behaviour,""AI, ML, Editing, Market Study, Team work"",88.0,Ya,Data science ,Ya,Student (Unemployed),Masters in Statistics,Sarjana Sains,Sains";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Financial Analysis;Understand human behaviour;Understand human body;Data analytics;Govt. Job,Product knowledge;Problem Solving skills;Client management,79.0,Ya,CCC,Tidak,Not Applicable,Tidak,Sarjana Pendidikan,Pendidikan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Technology;Trading;Web Designing;Data analytics;Govt. Job;Data scientist,Hardware skills;Programming Language skills;Gathering Information;Artistic/Creative Skills;Editing;Designing skills;Data Visualization skills( Power Bi/ Tableau );C++;Python;"SQL,80.0,Ya,""Networking, data scientists "",Ya,Quality analyst ,Tidak,Sarjana Teknik Perangkat Lunak,Teknik Perangkat Lunak";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Teaching;Govt. Job,Artistic/Creative Skills;"Teaching,55.0,Ya,""Folk dance,  parangat"",Tidak,Dance teacher in Dehli public school Jankipuram Lucknow ,Tidak,MA,Kathak dance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Financial Analysis;Research;Teaching;Technology;Trading;Data analytics;Data scientist;Gardening,Programming Language skills;Analytical Skills;Communication skills;Negotiation skills;Mass Communication;Leadership;Risk management skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL;Good communication skills;Teaching,60.0,Tidak,Tidak,Tidak,Not Applicable,Tidak,Sarjana Teknik Mesin,Teknik Mesin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Software Job,Tidak,85.5,Tidak,Tidak,Ya,ASE,Tidak,Sarjana Teknik,Teknik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Research,""Critical Thinking, Analytic Thinking, Work under Pressure, Leadership, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Observation Skills, Designing Skills, Subject Knowledge"",87.4,Ya,""Coursera- python, lean manufacturing, sql"",Ya,Mechanical Engineer,Tidak,Sarjana Teknik,Teknik";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Research,Understand human body,BioTechnology,""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Molecular Biology;"Structural Biology. Nucleic acid - Protein interactions. Data Analysis"",74.195,Ya,AMCAT Certified Scientist - Pharmaceuticals";Bioinformatics. ,Ya,Teaching Assistant-Biotechnology,Tidak,Sarjana Sains,Sains;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Construction;Construction Manegement;"Urban Planning,""Proeficiency in Software like STAAD PRO, ETABS"",77.9,Ya,AutoCAD Civil 3D,Ya,Civil & Structural Engineer,Tidak,Sarjana Teknik Sipil,Teknik Sipil";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Technology,Entrepreneurship,""Programming,Leadership skills,Presentation skills,Team work"",77.9,Tidak,Tidak,Ya,AWS Developer,masters in AWS,Sarjana Ilmu Komputer,Ilmu Komputer";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Research;Technology,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,61.75,Ya,IBM AND PYTHON,Tidak,Not Applicable,Tidak,Sarjana Teknik Mesin,Teknik Mesin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Financial Analysis, News Coverage, Social Justice, Teaching,""AI, ML, Python, Critical Thinking, Analytic Thinking, Team work, Logical Skills, R, Problem Solving skills, Tableau, Observation Skills, Reading"",74.955,Ya,Data Science with Python and R,Tidak,Student (Unemployed),Tidak,Sarjana Sains,Sains";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Financial Analysis;Data analytics,Accounting Skills;Active Listening;Critical Thinking;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Machine Learning skills,80.0,Tidak,Tidak,Tidak,Not Applicable,Master of Finance ,Sarjana Sains,Sains;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Teknologi,Editing;Writing skills;C++;Medical knowledge,67.0,Tidak,Tidak,Tidak,Not Applicable,Tidak,Sarjana Sains,Sains;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Litigation & Legal service,Civil & Criminal Law,74.86,Ya,""Legal advice, litigation"",Ya,Litigation Lawyer,Tidak,Sarjana Hukum,Hukum";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data analytics;Data scientist;All fields related to Data science.,Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;SQL;Good communication skills,66.88,Tidak,Tidak,Tidak,Not Applicable,Tidak,Sarjana Teknik,Teknik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Technology;Web Designing;Social media marketing,Programming Language skills;C++;R;Python;Java,84.55,Tidak,Tidak,Ya,Front End Developer ,Tidak,Sarjana Ilmu Komputer,Ilmu Komputer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Software developer ,""Python, Java, SQL"",72.105,Tidak,Tidak,Tidak,Student (Unemployed),Tidak,Sarjana Ilmu Komputer,Ilmu Komputer";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Research;Teaching;Trading;Data analytics;Govt. Job,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;"SQL,72.0,Ya,""Tableau, Data Science certification, Python with DS"",Tidak,Not Applicable,Tidak,Sarjana Teknik Mesin,Teknik Mesin";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Financial Analysis, Research, Technology, Entrepreneurship,""Active Listening, AI, ML, Python, Critical Thinking, Analytic Thinking, SQL, Programming, Communication Skills, Leadership, Market Study, Team work, Tableau"",82.3,Ya,Data visualization Using Tableau,Tidak,Civil Engineer,Certification Course In Data science,Sarjana Teknik Sipil,Teknik Sipil";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sales/Marketing;Supply Chain Analysis;Game industry;Service,Active Listening;Critical Thinking;Business Knowledge;People management;Problem Solving skills;Risk management skills,71.25,Tidak,Tidak,Tidak,Not Applicable,Tidak,Sarjana Administrasi Bisnis,Administrasi Bisnis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sports Industry,Gathering Information,56.0,Tidak,Tidak,Tidak,Executive,Tidak,Sarjana Teknik Mesin,Teknik Mesin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Financial Analysis;Research;Technology;Understand human behaviour,People management;Communication skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Client management,73.5,Ya,ANSYS,Ya,Team leader,Aeronautical engineering,M.Tech,Aeronautical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Financial Analysis, Take risk for Profits, Trading, Entrepreneurship, Understand Human Behaviour,""Accounting Skills, Gathering Informing, Business Knowledge, People Management, Communication Skills, Editing, Cost Accounting, Market Study, Team work, Excel, Logical Skills, Presentation Skills, Wealth Management, Problem Solving skills, Writing, Risk Managing, Reading, Sales, Subject Knowledge"",69.16,Tidak,I am doing internship in fundamental analysis,Tidak,Data Analyst,Masters in Business Administration,Sarjana Akuntansi,Akuntansi";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Technology;Data scientist,Programming Language skills;Machine Learning skills;Python;SQL;AWS,67.0,Ya,Machine learning certification,Ya,Application developer,Tidak,Sarjana Jurnalisme,Jurnalisme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trading;Supply Chain Analysis;Content Writing;Market reserach;Social media marketing,Active Listening;Business Knowledge;Communication skills;Negotiation skills;Product knowledge;Writing skills,49.0,Ya,HR,Ya,Flipkart customer care executive ,Currently doing masters ,BA,General studies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data analytics,Programming Language skills;Gathering Information;Artistic/Creative Skills;Analytical Skills;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;SQL;Java,58.9,Ya,Unigraphics,Ya,Maintenance engineer,Tidak,Sarjana Teknik Mesin,Teknik Mesin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data scientist,Active Listening;Programming Language skills;Communication skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL;Medical knowledge,65.0,Ya,Data science and Artificial intelligence ,Tidak,Not Applicable,MSc computer science ,Sarjana Ilmu Komputer,Ilmu Komputer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Technology, Trading, Entrepreneurship,""Active Listening, AI, ML, Python, Critical Thinking, Analytic Thinking, Java, SQL, Oracle, Programming, Communication Skills, Work under Pressure, Leadership, Editing, Excel, Logical Skills, C++, R, Linux, Problem Solving skills, Observation Skills"",89.3,Ya,""Google IT automation with python professional, Web development"",Ya,Student (Unemployed),Tidak,Sarjana Ilmu Komputer,Ilmu Komputer";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Teknologi,power system engineering,78.85,Ya,Advanced Power Electronics,Ya,Maintenance Engineer-Electrical,Masters in Power systems and power electronics,Sarjana Teknik,Teknik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Financial Analysis;Research;Technology;Web Designing;Data analytics;Game industry,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;R;Linux;Python;Artificial Intelligence;SQL;Java;Cloud Computing;Architecture,80.085,Ya,Tidak,Ya,Not Applicable,Tidak,Sarjana Ilmu Komputer,Ilmu Komputer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
News Coverage;Technology;Content Writing;Govt. Job;Game industry;Digital marketing;Social media marketing,Active Listening;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Writing skills;Social Media Marketing;Content creation;Medical knowledge;Java;Cloud Computing;Architecture;Hospitality;HR;Good communication skills,78.0,Ya,C++ ,Ya,Content creator,Mass communication,Sarjana Jurnalisme,Jurnalisme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Technology;Data analytics;Data scientist,Programming Language skills;Analytical Skills;Communication skills;Leadership;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Wealth Management;Presentation Skills;R;Python;Artificial Intelligence;SQL;Cloud Computing;MATLAB;Client management;Good communication skills,66.975,Tidak,Data science and Artificial intelligence,Tidak,Not Applicable,Tidak,Sarjana Teknik,Teknik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Financial Analysis, Social Justice, Trading, Entrepreneurship,""Active Listening, ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, SQL, Communication Skills, Team work, Excel"",68.875,Ya,Machine learning with python ,Tidak,Student (Unemployed),Tidak,Sarjana Teknik Mesin,Teknik Mesin";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Research,Understand human body,BioTechnology,""Life science molecular Biology genetics";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Polymerase Chain Reaction (PCR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Protein Expression;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biochemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"·"",66.595,Ya,Cell culture and technologies,Ya,""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Research Associate"",Tidak,B.Tech,Genetic Engineering";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data analytics,Machine Learning,Cloud computing,Amazon Web Services (AWS)SQL;Java,81.7,Ya,Linux Command Line;AWS,Ya,System Administrator,Tidak,Sarjana Ilmu Komputer,Ilmu Komputer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Financial Analysis;Sales/Marketing;Supply Chain Analysis,Negotiation skills;Leadership;Product knowledge;Problem Solving skills;Good communication skills,70.0,Tidak,Tidak,Ya,Ast.purchase manager,MBA (HOSPITAL ADMINISTRATION),MBA,Hospital administration;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Sales/Marketing,""People Management, Communication Skills, Negotiation Skills"",66.5,Tidak,Tidak,Tidak,Student (Unemployed),Tidak,B.Pharm,Sales & Marketing";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sales/Marketing;SAP Consultant in MM;Product Life cycle Management,Leadership;Risk management skills;Wealth Management;Client management,67.545,Ya,Scrum Master,Ya, Project Manager,MBA in Management,Sarjana Administrasi Bisnis,Administrasi Bisnis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Web Designing;Data analytics;Game industry;Digital marketing;Data scientist,Editing;Risk management skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL,72.0,Tidak,Tidak,Ya,IT Operations,Tidak,Sarjana Perdagangan,Perdagangan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
